city,state,zone,latitude,longitude,population_million,industrialization,year,month,month_name,season,aqi,aqi_category,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,temperature_celsius,humidity_pct,wind_speed_kmh,rainfall_mm,visibility_km,respiratory_admissions_per_100k,asthma_er_visits_per_100k,copd_cases_per_100k,cardiovascular_events_per_100k,premature_deaths_pollution,child_respiratory_infections_per_100k
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,3,March,Summer,121,Moderate,46.3,79.6,42.1,9.8,0.63,23.3,11.0,26.7,53.3,1.4,3.3,13.3,21.9,6.6,4.9,10.2,0.1,15.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,4,April,Summer,91,Satisfactory,52.3,101.8,20.6,11.5,1.04,53.6,8.7,30.1,77.7,3.0,9.4,14.1,26.3,12.2,7.2,7.2,0.13,27.8
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,5,May,Summer,146,Moderate,54.1,120.9,26.3,7.1,2.31,27.6,17.8,34.9,48.0,7.9,9.6,15.4,31.8,11.4,8.0,11.9,0.1,38.4
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,6,June,Monsoon,111,Moderate,59.4,147.3,27.5,13.1,0.64,11.9,12.6,35.3,60.1,4.1,33.8,10.9,26.7,10.7,6.4,9.3,0.39,16.7
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,7,July,Monsoon,85,Satisfactory,35.3,86.6,28.9,6.0,1.57,30.6,5.0,28.4,74.5,3.4,18.1,11.4,27.5,11.2,10.0,13.8,0.1,31.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,8,August,Monsoon,56,Satisfactory,25.7,62.6,10.9,4.5,0.69,34.1,5.0,27.0,58.9,2.4,50.4,12.2,19.6,8.8,3.3,8.7,0.1,21.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,9,September,Monsoon,99,Satisfactory,44.4,90.8,29.4,7.5,1.2,40.4,4.2,29.5,67.6,5.0,56.1,9.9,27.5,11.3,5.6,9.7,0.15,28.0
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,10,October,Post-Monsoon,126,Moderate,40.4,84.3,19.8,7.5,1.09,7.5,10.6,21.8,36.7,2.0,6.9,13.1,21.2,4.2,3.3,11.3,0.1,18.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,11,November,Post-Monsoon,188,Moderate,87.6,144.6,44.1,25.9,2.95,5.0,18.6,29.0,67.3,3.1,7.0,9.4,51.6,18.4,12.2,11.5,0.15,34.2
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2023,12,December,Winter,169,Moderate,81.7,166.4,49.2,19.2,2.52,30.7,16.0,16.2,65.3,4.3,0.8,10.6,43.2,13.5,9.7,11.1,0.1,51.8
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,1,January,Winter,235,Poor,91.7,164.2,64.2,22.7,0.77,51.0,17.9,13.3,52.5,2.4,1.9,10.2,52.7,17.5,12.1,12.4,0.1,54.5
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,2,February,Winter,221,Poor,84.1,189.9,50.9,16.5,3.35,43.6,13.4,16.5,41.7,2.8,1.6,4.4,41.0,14.0,8.7,10.8,0.63,58.4
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,3,March,Summer,156,Moderate,47.3,68.8,42.0,20.3,1.91,38.1,9.0,20.4,65.6,4.0,0.5,9.4,41.4,14.7,5.5,14.9,0.19,39.2
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,4,April,Summer,143,Moderate,77.1,139.1,33.3,24.5,1.62,51.4,16.6,34.7,55.9,7.7,4.0,9.8,40.7,18.9,7.7,16.6,0.28,22.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,5,May,Summer,131,Moderate,74.1,131.6,26.6,8.5,1.42,74.1,2.2,26.6,68.9,8.5,39.3,13.0,45.8,13.4,5.6,12.9,0.27,51.6
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,6,June,Monsoon,123,Moderate,40.5,89.9,31.5,11.5,0.79,19.4,12.0,33.2,47.0,2.9,172.3,10.1,26.3,6.8,4.7,10.9,0.1,19.6
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,7,July,Monsoon,71,Satisfactory,37.7,58.2,20.7,9.5,0.91,5.0,6.3,30.1,85.6,3.5,86.5,11.3,27.7,12.7,6.5,12.5,0.1,31.4
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,8,August,Monsoon,97,Satisfactory,49.1,106.5,27.2,11.5,0.81,46.4,11.6,26.7,88.5,3.2,43.4,11.4,27.5,7.3,8.7,11.8,0.29,24.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,9,September,Monsoon,87,Satisfactory,32.0,39.6,26.3,5.7,0.87,30.9,2.5,31.4,100.0,3.4,55.6,13.1,27.6,7.5,4.8,10.8,0.16,30.0
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,10,October,Post-Monsoon,142,Moderate,70.1,154.0,25.4,21.5,0.8,6.1,13.7,25.7,39.6,4.9,44.2,9.0,18.7,2.8,3.2,11.5,0.49,17.8
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,11,November,Post-Monsoon,204,Poor,100.7,203.0,55.2,22.3,2.48,32.8,22.1,24.2,64.4,2.2,13.4,7.9,57.1,26.0,11.2,16.2,0.22,49.0
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2024,12,December,Winter,175,Moderate,91.4,167.6,31.2,18.0,1.44,46.6,23.2,11.7,56.1,3.8,3.8,13.8,45.3,18.2,11.2,14.3,0.27,45.7
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,1,January,Winter,210,Poor,81.4,149.3,64.2,17.7,1.06,42.4,23.9,16.1,53.0,2.7,6.8,8.0,58.4,24.9,9.3,15.3,0.1,61.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,2,February,Winter,193,Moderate,103.8,200.4,41.1,24.5,1.84,30.3,3.3,17.7,31.6,3.5,5.1,9.3,27.2,7.1,6.5,13.3,0.1,23.9
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,3,March,Summer,135,Moderate,59.2,134.3,27.4,22.0,1.81,46.2,13.9,19.7,64.5,3.1,17.0,14.9,32.4,10.2,5.9,11.2,0.3,19.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,4,April,Summer,132,Moderate,52.4,99.2,32.6,7.1,2.02,35.0,8.6,32.7,65.7,5.8,7.5,10.5,22.8,10.1,3.7,14.1,0.1,24.3
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,5,May,Summer,129,Moderate,52.3,103.0,23.3,10.9,0.79,40.9,8.4,29.4,48.2,6.8,5.4,9.9,23.6,4.9,3.7,7.6,0.62,24.0
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,6,June,Monsoon,106,Moderate,29.8,62.0,20.8,9.5,0.3,29.1,9.8,30.8,67.0,6.8,99.5,13.2,31.2,11.4,3.5,14.0,0.1,26.8
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,7,July,Monsoon,92,Satisfactory,36.2,67.8,19.8,7.4,1.33,38.6,5.3,32.7,84.3,1.9,77.3,11.1,17.1,8.2,3.9,12.4,0.12,7.6
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,8,August,Monsoon,69,Satisfactory,20.6,66.1,28.8,9.9,0.87,40.2,7.2,27.1,70.2,2.2,65.3,14.7,21.2,10.1,3.5,9.3,0.1,17.2
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,9,September,Monsoon,78,Satisfactory,34.6,46.1,22.1,3.6,0.97,34.0,4.0,28.1,78.5,4.2,74.4,12.7,22.2,11.4,6.3,11.3,0.1,19.4
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,10,October,Post-Monsoon,150,Moderate,69.2,139.0,32.6,18.5,1.57,55.8,12.5,21.8,71.6,2.8,19.9,11.7,26.8,8.7,3.2,12.6,0.17,25.7
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,11,November,Post-Monsoon,220,Poor,106.3,139.2,38.3,30.2,2.14,37.5,11.6,27.0,62.7,3.6,81.7,11.2,59.9,18.5,10.0,15.3,0.18,51.9
Ranchi,Jharkhand,East,23.3441,85.3096,1.5,Medium,2025,12,December,Winter,230,Poor,89.5,155.5,41.9,18.3,3.58,16.5,15.4,13.9,42.3,3.8,2.6,7.4,52.0,13.2,6.7,13.0,0.31,27.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,1,January,Winter,273,Poor,123.3,240.5,54.5,36.7,1.41,26.0,28.5,17.5,57.9,5.2,2.4,9.1,72.4,21.2,16.0,14.1,0.36,83.9
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,2,February,Winter,295,Poor,136.6,353.7,59.2,34.8,4.27,36.3,25.8,16.1,45.6,2.5,1.7,7.6,73.2,20.5,21.0,17.7,0.26,60.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,3,March,Summer,141,Moderate,50.3,122.8,22.4,23.0,1.13,43.0,15.7,20.5,49.7,4.4,11.5,9.9,31.6,14.8,4.7,8.6,0.1,29.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,4,April,Summer,223,Poor,89.0,189.1,40.1,14.5,1.54,43.5,17.7,34.1,41.8,6.6,13.3,6.8,35.7,15.7,5.8,11.2,0.63,26.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,5,May,Summer,171,Moderate,67.0,173.3,32.9,4.3,0.87,31.3,14.2,31.6,58.8,3.1,51.1,10.3,41.5,19.0,7.1,13.6,0.12,39.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,6,June,Monsoon,164,Moderate,63.2,120.1,41.9,22.8,1.88,27.6,18.6,31.1,61.2,3.6,27.7,10.3,29.4,14.5,8.4,12.5,0.1,36.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,7,July,Monsoon,120,Moderate,52.6,92.7,10.0,9.4,1.43,35.2,8.6,26.5,77.4,2.7,207.1,11.0,24.3,5.7,6.3,9.8,0.22,25.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,8,August,Monsoon,98,Satisfactory,56.8,125.2,22.0,8.1,0.82,35.1,10.0,27.3,97.0,5.7,89.1,11.7,26.6,10.7,7.3,10.0,0.38,21.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,9,September,Monsoon,112,Moderate,52.6,92.3,22.6,9.8,0.84,33.2,7.0,29.0,75.7,3.6,26.4,12.5,26.4,7.9,2.7,6.7,0.62,25.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,10,October,Post-Monsoon,178,Moderate,101.3,201.7,50.9,26.2,2.48,24.6,5.3,26.6,70.1,3.2,1.8,11.9,40.5,13.9,10.2,14.4,0.26,31.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,11,November,Post-Monsoon,280,Poor,139.4,332.9,53.9,29.7,2.93,20.6,19.2,19.1,60.5,1.9,27.9,5.7,48.4,16.7,14.0,10.2,0.1,30.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2015,12,December,Winter,238,Poor,130.0,230.0,64.8,15.6,2.99,30.0,23.3,5.8,51.2,3.4,6.7,5.0,59.6,15.9,12.6,14.0,0.1,38.0
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,1,January,Winter,311,Very Poor,161.7,393.0,58.0,43.2,2.33,34.6,29.7,18.7,54.4,5.4,9.6,4.1,63.5,25.6,13.9,13.3,0.41,52.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,2,February,Winter,287,Poor,110.5,261.6,74.3,18.6,3.3,29.5,21.2,10.9,34.5,7.2,5.3,7.7,61.6,23.3,14.2,17.7,0.26,50.4
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,3,March,Summer,160,Moderate,70.1,175.4,55.9,19.7,2.26,40.0,6.9,20.5,78.9,3.5,7.0,9.1,27.6,8.6,8.1,11.0,0.1,34.0
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,4,April,Summer,183,Moderate,94.5,171.1,44.1,15.0,1.77,45.1,20.0,33.5,60.7,2.0,0.3,10.7,32.6,8.6,6.4,13.8,0.1,26.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,5,May,Summer,147,Moderate,61.3,128.8,32.6,22.6,0.86,45.9,11.6,30.9,57.0,4.7,37.7,11.6,33.8,14.0,10.1,10.4,0.1,29.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,6,June,Monsoon,160,Moderate,82.7,119.9,47.1,6.0,1.19,32.0,10.3,36.0,39.0,4.0,13.7,9.4,37.9,15.9,7.9,16.8,0.1,27.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,7,July,Monsoon,108,Moderate,59.5,103.3,27.7,9.3,1.11,81.8,9.9,25.4,84.7,4.2,138.1,11.8,29.4,10.6,5.8,11.6,0.1,26.0
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,8,August,Monsoon,124,Moderate,54.8,100.5,29.9,8.8,1.35,28.1,15.7,22.9,78.7,4.2,136.3,12.6,34.1,17.7,8.5,11.6,0.38,36.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,9,September,Monsoon,89,Satisfactory,51.1,90.2,15.9,11.1,1.14,43.5,1.0,28.0,87.9,3.1,207.9,15.5,18.5,6.0,2.6,5.1,0.1,18.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,10,October,Post-Monsoon,201,Poor,95.6,149.7,40.7,14.7,1.48,15.7,17.3,27.9,55.9,3.0,65.5,9.4,37.2,11.9,9.1,9.8,0.84,42.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,11,November,Post-Monsoon,313,Very Poor,163.5,275.7,58.5,23.8,3.57,55.6,33.2,25.9,43.1,2.6,40.9,6.8,66.3,27.5,14.9,14.8,0.38,81.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2016,12,December,Winter,231,Poor,106.9,254.4,41.7,18.5,1.27,13.4,22.6,10.5,30.2,4.9,10.5,10.9,70.9,20.8,20.0,12.8,0.1,73.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,1,January,Winter,247,Poor,96.5,224.3,62.3,28.3,1.49,18.5,23.8,15.9,56.0,2.3,0.1,7.0,54.3,18.5,14.9,11.8,0.24,64.4
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,2,February,Winter,301,Very Poor,108.7,178.4,86.2,26.4,1.3,46.8,19.6,23.0,60.3,6.4,5.9,6.8,54.3,19.6,15.4,19.4,0.52,55.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,3,March,Summer,175,Moderate,79.4,191.2,31.0,7.3,0.92,23.0,11.8,22.0,64.8,3.4,8.7,9.1,39.1,20.0,9.6,12.9,0.49,38.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,4,April,Summer,195,Moderate,86.2,198.9,49.3,11.6,2.51,17.1,17.9,29.2,54.8,5.8,43.1,8.8,38.5,14.2,7.9,12.6,0.33,32.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,5,May,Summer,189,Moderate,95.9,204.6,40.3,23.0,2.09,20.4,19.9,33.0,85.3,15.8,8.7,10.8,43.7,7.7,9.6,11.1,0.73,29.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,6,June,Monsoon,183,Moderate,78.8,118.3,45.0,28.5,2.66,23.0,16.0,30.5,37.0,4.9,7.2,7.0,34.0,16.5,6.8,11.6,0.32,35.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,7,July,Monsoon,75,Satisfactory,30.2,69.1,20.7,5.6,0.5,35.1,10.1,23.2,81.5,4.4,1.5,14.1,16.1,3.7,4.3,11.5,0.1,14.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,8,August,Monsoon,90,Satisfactory,32.4,56.5,16.8,1.0,0.89,27.7,1.7,25.8,80.1,4.5,162.8,14.0,24.1,3.4,1.6,7.8,0.13,21.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,9,September,Monsoon,108,Moderate,63.9,101.3,19.1,10.2,0.2,36.6,1.0,28.3,74.4,9.1,98.1,10.3,26.6,8.3,4.9,7.7,0.1,16.4
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,10,October,Post-Monsoon,214,Poor,100.6,217.0,42.6,15.4,1.52,46.2,18.9,18.7,55.3,6.8,55.0,4.1,38.2,18.6,8.3,11.9,0.42,28.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,11,November,Post-Monsoon,275,Poor,120.1,267.3,58.2,32.1,3.83,28.0,25.6,20.9,78.4,6.1,1.8,5.1,53.1,22.7,8.2,16.2,0.61,46.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2017,12,December,Winter,294,Poor,113.3,236.3,59.4,32.0,3.24,48.7,15.1,16.8,42.8,2.2,1.5,4.5,59.0,24.3,16.6,8.5,0.5,65.9
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,1,January,Winter,253,Poor,132.1,217.1,68.8,32.9,2.95,19.8,26.3,13.6,53.0,7.2,2.5,4.3,48.7,13.5,11.0,14.5,0.38,45.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,2,February,Winter,272,Poor,85.1,201.4,51.5,24.6,2.16,15.0,26.3,15.1,60.8,8.4,14.5,6.1,53.2,22.3,11.0,19.2,0.1,38.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,3,March,Summer,178,Moderate,88.5,199.6,42.1,14.9,0.99,55.1,14.0,20.4,70.7,2.9,5.3,8.8,38.4,15.5,8.2,9.2,0.1,39.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,4,April,Summer,189,Moderate,70.2,122.1,31.8,13.7,1.32,37.3,11.9,32.3,50.0,6.1,17.2,12.8,39.0,17.4,8.9,9.9,0.6,42.5
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,5,May,Summer,182,Moderate,76.1,124.3,23.7,12.0,1.07,24.9,14.9,32.5,56.9,2.2,32.5,8.4,30.2,11.1,4.5,11.8,0.34,29.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,6,June,Monsoon,208,Poor,77.2,112.6,59.7,10.3,1.87,37.3,14.8,34.0,66.0,2.5,57.0,14.1,36.2,13.1,7.2,13.6,0.1,41.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,7,July,Monsoon,132,Moderate,61.9,137.8,31.2,17.3,0.99,5.0,21.0,23.5,86.4,2.7,90.0,9.8,23.8,6.0,5.0,7.7,0.35,18.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,8,August,Monsoon,116,Moderate,55.7,116.1,37.4,12.3,0.2,42.1,3.2,32.1,70.7,2.1,440.9,11.5,28.1,10.4,7.9,10.8,0.1,31.5
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,9,September,Monsoon,126,Moderate,38.4,46.4,23.0,15.4,0.76,29.5,9.6,29.1,88.6,7.7,259.1,11.7,30.2,8.6,9.4,12.2,0.29,34.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,10,October,Post-Monsoon,189,Moderate,79.5,152.8,43.7,17.7,1.68,46.0,22.3,17.0,70.8,10.8,39.7,7.3,36.4,15.7,7.9,9.9,0.1,44.9
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,11,November,Post-Monsoon,262,Poor,124.0,196.0,51.7,22.3,3.39,5.0,18.0,21.8,61.9,7.3,3.4,5.8,50.9,16.1,13.5,14.5,0.18,57.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2018,12,December,Winter,294,Poor,151.5,294.0,48.2,36.2,3.66,40.8,32.4,12.8,42.7,4.8,5.0,6.6,72.5,22.1,15.8,12.1,0.28,46.0
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,1,January,Winter,259,Poor,98.4,194.5,47.3,31.3,2.79,22.8,22.6,11.7,50.4,6.8,6.7,8.6,44.8,12.2,11.4,13.3,0.1,32.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,2,February,Winter,242,Poor,92.6,174.4,57.0,20.1,1.35,27.5,12.1,18.4,45.1,5.9,3.9,6.0,57.9,19.1,8.4,15.9,0.26,31.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,3,March,Summer,206,Poor,111.1,279.0,36.4,17.1,1.58,31.9,10.6,21.9,66.1,5.7,2.5,11.3,47.3,16.7,9.2,13.0,0.23,51.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,4,April,Summer,184,Moderate,70.2,177.6,45.2,23.3,1.48,23.1,17.0,31.1,74.7,2.9,37.0,11.8,36.3,17.5,8.2,13.0,0.15,30.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,5,May,Summer,193,Moderate,64.8,124.8,60.6,11.9,2.32,33.9,19.1,34.7,72.0,7.1,7.6,11.0,28.3,7.6,8.7,10.8,0.1,35.0
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,6,June,Monsoon,166,Moderate,90.4,211.1,35.6,5.2,1.41,31.6,12.1,31.7,56.2,1.9,56.1,11.3,30.5,10.2,7.5,10.9,0.1,26.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,7,July,Monsoon,113,Moderate,60.3,100.3,12.7,12.9,1.64,41.8,6.7,29.9,80.9,10.4,12.5,11.3,28.5,4.0,5.4,9.7,0.1,27.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,8,August,Monsoon,120,Moderate,54.4,127.5,28.1,18.9,1.94,42.0,12.2,26.2,88.4,5.6,25.9,12.6,28.5,10.6,1.9,11.1,0.1,18.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,9,September,Monsoon,140,Moderate,66.4,113.8,36.9,5.8,1.95,17.3,7.6,26.1,87.8,4.0,265.4,14.4,31.3,11.0,6.0,10.9,0.1,19.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,10,October,Post-Monsoon,195,Moderate,77.4,157.1,61.6,22.9,2.32,38.9,5.7,21.8,64.4,5.8,10.5,9.4,38.3,12.5,5.9,11.9,0.17,29.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,11,November,Post-Monsoon,216,Poor,82.3,171.6,43.8,31.7,2.33,27.6,15.4,17.9,57.1,3.4,2.7,8.8,40.1,13.9,9.1,13.6,0.35,23.5
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2019,12,December,Winter,216,Poor,97.0,190.3,59.6,25.0,1.4,31.8,27.2,12.5,30.4,4.3,2.8,14.7,51.8,16.6,11.8,11.6,0.66,53.3
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,1,January,Winter,280,Poor,112.3,283.1,68.9,36.5,1.3,36.4,24.2,11.4,38.0,3.4,0.9,4.9,56.1,17.8,16.5,12.2,0.14,47.4
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,2,February,Winter,303,Very Poor,156.8,391.9,83.3,21.2,3.68,48.3,24.0,9.4,59.8,10.6,0.3,6.5,71.4,28.8,15.9,13.5,0.37,72.1
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,3,March,Summer,155,Moderate,89.0,153.2,40.8,12.4,0.95,38.7,16.7,24.9,40.5,8.9,32.0,11.1,33.6,7.6,9.3,11.3,0.14,28.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,4,April,Summer,63,Satisfactory,37.9,59.2,19.5,3.5,1.22,35.8,4.8,30.8,59.5,10.0,2.7,10.6,24.7,8.1,5.5,9.3,0.45,23.2
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,5,May,Summer,114,Moderate,52.4,114.2,35.4,14.1,0.58,19.9,1.1,28.4,71.4,1.9,21.4,11.2,31.5,10.4,5.3,10.6,0.16,42.0
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,6,June,Monsoon,66,Satisfactory,42.6,65.8,12.3,6.0,0.85,29.1,4.0,33.6,54.2,4.3,48.1,13.8,19.9,8.7,4.6,11.8,0.31,16.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,7,July,Monsoon,88,Satisfactory,50.9,71.0,12.6,10.6,0.69,39.1,3.1,29.9,92.2,6.8,1.4,17.8,12.1,3.5,3.3,12.5,0.1,19.9
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,8,August,Monsoon,167,Moderate,56.9,103.2,27.9,20.6,1.21,30.9,9.2,24.0,86.2,7.3,43.9,10.0,24.3,11.0,2.6,11.1,0.1,23.5
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,9,September,Monsoon,96,Satisfactory,45.2,139.2,18.9,12.4,1.08,15.1,5.6,27.3,76.4,1.8,142.1,13.7,33.3,11.1,5.6,11.2,0.1,20.7
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,10,October,Post-Monsoon,166,Moderate,54.4,112.5,31.0,17.9,0.77,11.4,18.1,19.7,68.7,6.8,33.5,11.7,36.7,6.7,7.7,11.7,0.34,18.4
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,11,November,Post-Monsoon,255,Poor,119.5,214.8,85.6,16.1,2.68,18.7,29.8,20.5,81.8,4.7,18.5,7.1,55.0,24.5,14.8,15.4,0.95,56.8
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2020,12,December,Winter,279,Poor,113.8,199.0,81.5,17.4,3.28,45.4,30.4,15.2,32.3,3.2,18.1,8.3,67.1,21.6,22.4,11.6,0.28,43.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2021,1,January,Winter,233,Poor,113.6,235.4,55.7,16.5,1.97,39.2,24.7,14.5,33.8,3.8,1.4,6.5,61.6,24.1,14.5,9.5,0.1,43.6
Gwalior,Madhya Pradesh,Central,26.2183,78.1828,1.2,Medium,2021,2,February,Winter,294,Poor,109.4,188.6,58.2,31.4,2.59,5.0,30.0,9.9,29.1,2.8,0.2,4.0,78.9,27.7,22.9,15.6,0.41,52.7
